,,予算枠,残枠,優先順位,性別,年齢上限,求める資格[テキスト],都道府県,市区町村,最寄り駅,（上部）給与形態例下限,社名,URL,/previewなし,業種,職種,タイトル,仕事内容キャッチ,寮完備,寮費,雇用形態,案件ID,仕事No.,企業ID
FALSE,,,,3,男性,40,資格や経験を活かせるお仕事です！,茨城県,土浦市,神立,1600,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807646,https://job-con.jp/detail/2615/807646,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【高時給1600円】コントロールバルブ部品の加工！土日休み&残業ほぼなし♪社宅費全額補助,コントロールバルブ部品の加工作業！<B>大手建設重機メーカー工場でのお仕事です！<B><B>☆モノづくりの経験や玉掛クレーン資格を活かせます！<B><B>＜具体的には…＞<B>◆マシニング加工機の操作<B>・ワーク取り付け、取り外し<B>◆加工完了品の手仕上げ<B>・バリ取り、研磨<B>◆寸法測定<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,807646,《Jbks1C》土浦第3CL北関東第一-つくば,2615
FALSE,,,,3,男性,45,資格や経験を活かせるお仕事です！,茨城県,神栖市,笹川,1500,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807647,https://job-con.jp/detail/2615/807647,化学・石油化学,クレーン・フォークリフト・運搬,＼高時給1500円♪／人気の日勤◎プラスチック樹脂の運搬☆フォークリフト経験を活かせる！,プラスチック樹脂の運搬<B><B>フォークリフトの運転経験やホイストクレーン(5ｔ未満)の経験が活かせる！<B><B>少人数の事務所のため、<B>コミュニケーションを取りやすい環境です◎<B><B>＜具体的には…＞<B>◆製品をフォークリフトで運ぶ<B>◆紙袋を別のパレットの上に移動する<B>◆原料投入をおこなう<B>◆清掃<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807647,《Jbmq1C》神栖第68CL北関東第一-神栖,2615
FALSE,,,,3,男性,55,資格や経験を活かせるお仕事です！,茨城県,常総市,石下,1400,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807648,https://job-con.jp/detail/2615/807648,その他,組立・組付け・機械オペレーター・塗装,【ほとんどの方が未経験スタート】人気の日勤◎切削工具の刃先製造！仕出し弁当が約250円で注文OK♪,切削工具の刃先製造！<B><B>ほとんどの方が未経験からスタート！<B><B>車や、飛行機のエンジンとなる<B>金属を削る工具の刃先の製造をお任せいたします◎<B><B>＜具体的には…＞<B>【工具刃先の製造】<B>◆原料となる粉末をプレス機で固める<B>◆バリ取り<B>◆小さなカケやクラック（ひび割れ）をチェックする<B><B>＜職場環境＞<B>◎1食250円ほどのお手頃価格で仕出しのお弁当が食べられます！<B>◎マイカー通勤OK！無料駐車場完備！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807648,《Jbrg1C》常総第20CL北関東第一-つくば,2615
FALSE,,,,3,男性,55,資格や経験を活かせるお仕事です！,茨城県,守谷市,守谷,1400,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807649,https://job-con.jp/detail/2615/807649,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【日勤＆土日祝休み】未経験歓迎★切削工具の製造！長期休暇あり◎時給1400円！格安食堂あり♪,切削工具の製造！<B><B>未経験の方歓迎♪<B>車・飛行機エンジン部品に使われる切削工具の刃先製造・加工をお任せします！<B><B>＜具体的には…＞<B>◆金属刃先の切削<B>◆原料粉末のプレス成形<B>◆加工品のバリ取り<B>◆小さなカケやクラック（ひび割れ）のチェック<B><B>＜職場環境＞<B>◎食堂完備！1食平均250円ほどのお手頃価格で食べられます！<B>◎丁寧なフォローあり！入社後も安心！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,派遣社員,807649,《Jbry1C》守谷第7CL北関東第一-つくば,2615
FALSE,,,,3,男性,35,資格や経験を活かせるお仕事です！,茨城県,土浦市,つくば,1800,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807650,https://job-con.jp/detail/2615/807650,その他,その他,高時給1800円♪お休みたっぷり年休126日♪化学プラント運転・製造！残業少なめ☆人気の土日休み,化学プラント運転・製造！<B><B>フォークリフトの資格やWordやExcel等のスキルが活かせる☆<B><B>光ファイバ用コーティング材料を製造するオペレーターの募集です！<B>原料準備や設備点検、PC入力なども担当いただきます♪<B><B>紹介予定派遣のお仕事♪<B>最長6ヵ月の派遣契約終了後、双方の合意の上、<B>派遣先での直接雇用切り替えを前提としたお仕事です！<B><B>＜具体的には…＞<B>◆原料の仕込み<B>◆製品の梱包<B>◆設備洗浄のサポート<B>◆設備の点検<B>◆PC操作<B>◆工場内の清掃<B>⇒現場にはスポットクーラーの設置あり！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,紹介予定派遣,807650,《Jbst1C》土浦第30CL北関東第一-つくば,2615
FALSE,,,,3,男性,49,資格や経験を活かせるお仕事です！,茨城県,神栖市,笹川,1600,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807651,https://job-con.jp/detail/2615/807651,その他,クレーン・フォークリフト・運搬,【高時給1600円♪】日勤◎残業ほぼナシ☆フォークリフト経験者歓迎！殺虫剤などの運搬業務♪,フォークリフトの運搬作業<B><B>大手メーカーでのお仕事！<B>殺虫剤、入浴剤などの日用品製造をしています<B><B>◎フォークリフト経験を活かして<B>　新しいことにチャレンジできます<B><B>＜具体的には…＞<B>◆18缶の充填作業<B>　└フォークリフトでの運搬（倉庫→倉庫）<B>◆原料準備作業<B>　└ドラム缶、1トンコンテナ運搬、袋物原料準備<B>◆コンテナ洗浄<B>　└蒸気、温水、水にて洗浄<B><B>地元の方が多く明るく活気があります♪<B>チームワーク抜群の職場☆<B><B>【1日の流れ】<B>08:00 朝礼<B>08:05 作業開始<B>12:00 昼休憩<B>13:00 作業再開<B>16:45 退勤<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807651,《Jbxd1C》神栖第21CL北関東第一-神栖,2615
FALSE,,,,3,男性,50,資格や経験を活かせるお仕事です！,茨城県,土浦市,つくば,1800,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807652,https://job-con.jp/detail/2615/807652,その他,その他,【高収入★月収30万円可！】化学プラントでの製造作業♪年休126日！残業少なめ☆経験が活かせる！,化学プラントでの製造作業<B><B>化学プラントでの光ファイバ用コーティング材料の<B>製造オペレーションをお任せします！<B><B>Excelやフォークリフトのスキルが活かせます☆<B><B>紹介予定派遣のお仕事♪<B>最長6か月の派遣契約終了後、双方の合意の上、<B>派遣先での直接雇用切り替えを前提としたお仕事です！<B><B>＜具体的には…＞<B>◇化学薬品原料の仕込み<B>◇製品の梱包<B>◇設備洗浄のサポート<B>◇設備の点検<B>◇PC操作<B>◇工場内の清掃<B>⇒スポットクーラーの設置あり！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,紹介予定派遣,807652,《Jbym1C》土浦第30CL北関東第一-つくば,2615
FALSE,,,,3,不問,39,資格や経験を活かせるお仕事です！,茨城県,土浦市,神立,1270,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807653,https://job-con.jp/detail/2615/807653,機械・金属・鉄鋼,軽作業・検査・ピッキング,【日勤&土日休み】未経験OK◎重機部品のピッキング！残業少なめ☆GWなどの長期休暇あり♪,重機部品のピッキング・荷受け・棚入れ<B><B>重機部品のピッキング・格納・伝票照合などをお願いします！<B>作業手順が分かりやすく、シンプルに進められます♪<B><B>＜具体的には…＞<B>◇重機部品の荷受けと照合<B>◇部品の棚入れ<B>◇部品のピッキング<B>　→リストを見てBOX投入<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807653,《Jbyp1C》土浦第11CL北関東第一-つくば,2615
FALSE,,,,3,不問,39,資格や経験を活かせるお仕事です！,茨城県,かすみがうら市,神立,1350,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807654,https://job-con.jp/detail/2615/807654,自動車・部品・バイク,クレーン・フォークリフト・運搬,【月収27万円可×土日休み】新生活応援☆社宅費補助あり！自動車部品のフォークリフト運搬♪,自動車用プラスチック部品のピッキングや運搬<B><B>＜具体的には…＞<B>①リストをもとに部品のピッキングする<B>②部品の供給する<B>③空箱の回収をする<B>④フォークリフトで運搬する<B><B>☆空調完備で快適な環境です！<B>☆熱中症対策で無料で水分補給ができる、<B>　飲み物が冷蔵庫に完備されています♪<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,807654,《Jbyu1C》かすみがうら第3CL北関東第一-つくば,2615
FALSE,,,,3,男性,49,資格や経験を活かせるお仕事です！,茨城県,龍ケ崎市,竜ヶ崎,1300,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807655,https://job-con.jp/detail/2615/807655,その他,クレーン・フォークリフト・運搬,【基本残業なし！】ハンドソープなどの原料タンク内洗浄・運搬★カウンターフォークリフトの経験が活かせる,ハンドソープなどの原料タンク内洗浄・運搬<B><B>カウンターフォークリフトの経験が活かせる！<B>シンプルな繰り返し作業がメインです◎<B><B>各工程の欠員状況に応じて作業をお任せいたします！<B><B>＜具体的には…＞<B>◆タンク(コンテナ内)の洗浄<B>◆タンクの移動(フォークリフトを使用)<B><B>【1日の流れ】<B>08:30 出社・体操<B>12:00 休憩（60分）<B>17:00 退勤<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807655,《Jbzk1C》龍ケ崎第4CL北関東第一-つくば,2615
FALSE,,,,3,男性,45,資格や経験を活かせるお仕事です！,茨城県,稲敷市,竜ヶ崎,1300,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807656,https://job-con.jp/detail/2615/807656,化学・石油化学,組立・組付け・機械オペレーター・塗装,【ほぼ残業なし！】化学メーカーで製造作業♪日勤×土日休み×年休125日♪未経験歓迎☆,化学製品の製造・機械操作などのお仕事<B><B>製造工程はマニュアル化されているので未経験でも大丈夫♪<B>手順通りにコツコツ作業の繰り返しです<B><B>＜具体的には…＞<B>◆原料の投入<B>・原料の入った袋やフレコンバッグから原料をタンクへ投入<B>◆機械操作<B>・攪拌（かくはん）機やろ過機などの化学装置のスイッチ操作<B>・バルブ開閉<B>◆工程管理<B>・温度や圧力、液体の濃度などが規定通りかチェック<B>◆製品の充填<B>・液体や粉末の製品をドラム缶、一斗缶、ポリタンクなどに流し込む<B>◆製品の梱包・ラベル貼り<B>・容器の蓋閉め<B>・製品ラベルの貼り付け<B>・パレットへの積載<B><B>☆コミュニケーションを取りながら業務を進めて行きます<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807656,《Jbzv1C》稲敷第59CL北関東第一-神栖,2615
FALSE,,,,3,不問,49,資格や経験を活かせるお仕事です！,茨城県,牛久市,竜ヶ崎,1260,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807657,https://job-con.jp/detail/2615/807657,その他,軽作業・検査・ピッキング,【お休みたっぷり年休126日♪】日勤&土日祝休み♪機械での検査・PC作業！未経験OK◎,機械を使っての検査・簡単なPC作業<B><B>☆未経験OK！<B>　丁寧な研修で安心のスタート♪<B><B>＜具体的には…＞<B>◆機械検査<B>◆PC操作<B><B>※一部、重量物(20～30㎏)の取り扱いあり<B>※空調完備のクリーンルーム内作業です<B><B>【1日の流れ】<B>08:15 出社<B>12:00 休憩（60分）<B>17:15 退勤<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807657,《Jbzy1C》牛久第6CL北関東第一-つくば,2615
FALSE,,,,3,不問,30,資格や経験を活かせるお仕事です！,茨城県,龍ケ崎市,竜ヶ崎,1530,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807658,https://job-con.jp/detail/2615/807658,機械・金属・鉄鋼,クレーン・フォークリフト・運搬,【100円で朝ごはん食べ放題♪】社宅費補助あり☆飛行機部品などの製造・運搬◎土日休み×残業ほぼなし,産業用機械・航空機部品などの発送・製造業務<B><B>丁寧な指導があるため未経験でも安心◎<B><B>☆フォークリフトや各種金属加工に関する知識など<B>　キャリアアップにつながるスキルを身につけることができます<B><B>＜具体的には…＞<B>◆フォークリフト業務（発送）<B>物流倉庫の製品の積み下ろし、ピッキング、出荷準備<B><B>◆プレス加工業務（熱処理→ショットブラスト）<B>鍛造加工及び機械加工による航空機部品等の製造<B>熱処理：機械に入れ、金属の性質を引き出す作業<B>ショットブラスト：スケールを除去する作業<B>※どの工程になるかは経験によります<B><B>【1日の流れ】<B>08:00 始業<B>10:00 休憩（15分）<B>12:00 休憩（60分）<B>15:00 休憩（15分）<B>17:00 終業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,807658,《Jcaw1C》龍ケ崎第3CL北関東第一-つくば,2615
FALSE,,,,3,不問,35,資格や経験を活かせるお仕事です！,茨城県,龍ケ崎市,竜ヶ崎,1480,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807659,https://job-con.jp/detail/2615/807659,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【100円で朝ごはん食べ放題♪】飛行機部品などのプレス加工業務！土日休み×残業ほぼナシ☆,産業用機械・航空機部品の機械加工<B><B>プレス加工の第一工程を担う業務♪<B><B>丁寧な指導＆フォローあり☆未経験でも安心です◎<B><B>＜具体的には…＞<B>◆材料を受入れ・機械切断<B>◆切断時の監視<B>◆切断後パレットに溜まるので移動<B>　└フォークリフト使用<B>◆新しいパレットを準備<B><B>＼朝食・ごはん食べ放題！／<B>早番は8時~9時ぐらいに朝食(100円)を食べる事が可能です♪<B>生卵、納豆、おかず１品or2品<B>☆昼食は仕出し弁当400円で注文可<B>☆早番は朝昼注文可能です！<B><B>【1日の流れ】<B>08:00 始業<B>10:00 休憩（15分）<B>12:00 休憩（60分）<B>15:00 休憩（15分）<B>17:00 終業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,807659,《Jcax1C》龍ケ崎第3CL北関東第一-つくば,2615
FALSE,,,,3,不問,45,資格や経験を活かせるお仕事です！,茨城県,常陸大宮市,静,1200,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807660,https://job-con.jp/detail/2615/807660,半導体・電子,組立・組付け・機械オペレーター・塗装,【未経験OK】土日休み♪モクモク作業☆コネクタ部品の製造オペレーター！長期休暇あり◎あり,コネクタ部品の製造オペレーター<B><B>☆機械操作と効率的な段取りが中心♪<B>　未経験OK◎反復作業がメインです！<B><B>＜具体的には…＞<B>◇機械へ部材のセット<B>◇品質確認<B>　→目視・検査機<B>◇次部材の準備<B>　→機械稼働中の段取り<B>◇出来上がった製品を回収<B>　→別工程へ運搬<B>◇装置から出てくるデータの回収　など<B><B>※複数（2台程度）の装置を担当し、装置の稼働を監視します。<B>　→わからないことや不具合ががあれば、周りの方に聞くことができます。<B>※空調完備のクリーンルーム内作業です！<B><B>【1日の流れ】<B>（①の場合）<B>08:30 始業<B>08:45 朝礼<B>08:45 業務開始<B>10:00 小休憩<B>10:10 作業再開<B>12:00 業務日報作成・翌日準備<B>15:10 小休憩<B>17:40 終業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807660,《Jcbh1C》常陸大宮CL北関東第一-水戸,2615
FALSE,,,,3,男性,42,資格や経験を活かせるお仕事です！,茨城県,土浦市,土浦,1530,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807661,https://job-con.jp/detail/2615/807661,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【日勤×土日休み】機械オペレーター・PC業務など★高時給1530円◎未経験歓迎,金属鋳造オペレーターおよび技術開発（分析・施策）業務<B><B>多様な機械操作スキルを身につけられます♪<B>頑張り次第でメーカー先への転籍支援制度あり！<B><B>＜具体的には…＞<B>◆機械オペレーター<B>　・溶解炉での金属溶解<B>　・型への流し込み<B>　・製品の冷却・固化<B>◆技術開発・分析業務<B>　・機械操作<B>　・施策/データ分析<B>　・PCを用いた記録作業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807661,《Jcdc1C》土浦第29CL北関東第一-つくば,2615
FALSE,,,,3,不問,55,資格や経験を活かせるお仕事です！,茨城県,稲敷郡阿見町,荒川沖駅,1300,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807662,https://job-con.jp/detail/2615/807662,食品・飲料,クレーン・フォークリフト・運搬,経験が活かせる★リーチフォークでの運搬・出荷！人気の日勤&土日祝休み♪残業少なめ◎,食品香料メーカーでリーチフォークリフト運搬など<B><B>☆フォークリフト（リーチ）での業務経験が活かせます！<B>　丁寧な研修で安心のスタート♪<B><B><B>＜具体的には…＞<B>◆リーチフォークリフト操作<B>　→原料運搬・荷受け出荷<B>◆ドラムを転がしてパレットに載せる<B><B>【1日の流れ】<B>08:40 始業<B>12:00 昼休憩<B>12:50 業務再開<B>14:45 休憩<B>15:00 業務再開<B>17:15 終業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807662,《Jcem1C》稲敷第54CL北関東第一-つくば,2615
FALSE,,,,3,男性,55,資格や経験を活かせるお仕事です！,茨城県,稲敷市,下総神崎,1350,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807663,https://job-con.jp/detail/2615/807663,家具・家電・パソコン・スマホ,クレーン・フォークリフト・運搬,人気の日勤★家電製品の入出庫作業など！残業少なめ♪土日祝休み☆フォークリフトの経験が活かせる,家電製品の入出庫作業など！<B><B>フォークリフトの経験がある方歓迎♪<B>家電製品の分解や解体をおこなう工場内で物流のお仕事です！<B><B>＜具体的には…＞<B>◆入出庫作業<B>◆ピッキング<B>◆梱包<B>⇒フォークリフトはリーチ式、カウンター式どちらも使用します<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,派遣社員,807663,《Jceo1C》稲敷第52CL北関東第一-神栖,2615
FALSE,,,,3,不問,54,資格や経験を活かせるお仕事です！,茨城県,稲敷市,滑河,1250,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807664,https://job-con.jp/detail/2615/807664,自動車・部品・バイク,組立・組付け・機械オペレーター・塗装,【人気の日勤×土日休み】自動車ブレーキ部品の製造オペレーター業務★未経験歓迎！,自動車ブレーキ部品の製造オペレーター業務<B><B>未経験の方歓迎◎<B>自動車部品を製造する工場でのお仕事です！<B><B>＜具体的には…＞<B>◆金属部品のセット<B>◆製品の目視検査<B>◆部品のふき取り<B>◆製品の梱包<B>⇒スポットクーラーあり！<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,派遣社員,807664,《Jcep1C》稲敷第50CL北関東第一-神栖,2615
FALSE,,,,3,男性,55,資格や経験を活かせるお仕事です！,茨城県,稲敷市,下総神崎,1200,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807665,https://job-con.jp/detail/2615/807665,化学・石油化学,組立・組付け・機械オペレーター・塗装,＼ほとんどの方が未経験スタート／プラスチックシートの切断・梱包作業◎日勤＆土日祝休み,プラスチックシートの切断・梱包作業<B><B>プラスチックシートのカット作業などをお任せします！<B>簡単な操作が中心♪ペアで協力するチーム作業です！<B><B>＜具体的には…＞<B>◆プラスチック原版（～3m）を機械にセット<B>◆寸法を合わせ機械操作し切断<B>◆完成品を段ボールやテープで梱包<B>◆ハンディに登録<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,派遣社員,807665,《Jceq1C》稲敷第49CL北関東第一-神栖,2615
FALSE,,,,3,男性,53,資格や経験を活かせるお仕事です！,茨城県,神栖市,鹿島神宮,1400,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807666,https://job-con.jp/detail/2615/807666,その他,管理・清掃・洗浄・事務,【高収入☆月収26万円可】フレコンバッグの洗浄・出荷作業！人気の日勤×土日休み♪,フレコンバックの洗浄・出荷準備<B>フレコンバックとは農業用や工業用に使用される袋型の大型容器です♪<B><B>＜具体的には…＞<B>①機械洗浄にかける<B>②機械で洗浄できなかった部分をエアスプレーで手洗浄する<B>③畳んで出荷準備をする<B>※上記の繰り返し作業になります<B><B>【1日の流れ】<B>（日勤帯の場合）<B>08:00<B>休憩（90分）<B>17:00<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807666,《Jcet1C》神栖第74CL北関東第一-神栖,2615
FALSE,,,,3,男性,55,資格や経験を活かせるお仕事です！,茨城県,常総市,守谷,1230,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807667,https://job-con.jp/detail/2615/807667,機械・金属・鉄鋼,軽作業・検査・ピッキング,【日勤×年休126日】パイプ梱包・ピッキング◎未経験OK♪長期休暇ありでプライベート充実,パイプの梱包・ピッキング作業<B><B>＜具体的には…＞<B>◆出荷先毎に伝票内の製品のピッキング作業<B>◆梱包・緩衝材のセット<B>◆出荷用ラックの準備作業<B><B>◎スピードよりも、コツコツと正確に作業することが大切なお仕事です♪<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807667,《Jcfq1C》常総第32CL北関東第一-つくば,2615
FALSE,,,,3,男性,40,資格や経験を活かせるお仕事です！,茨城県,那珂市,東海,1250,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807668,https://job-con.jp/detail/2615/807668,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,【日勤&土日祝休み】未経験歓迎◎エレベーター部品の組立作業！直接雇用のチャンスあり♪,エレベーターの部品製造！<B>開閉装置などエレベーター部品の組立をお任せします！<B><B>☆未経験歓迎のお仕事！<B>　モノづくりを通して社会貢献を実感できるお仕事です◎<B><B>＜具体的には…＞<B>◆加工部品の組立<B>・エレベータードアの自動開閉装置<B>・エレベーターの基礎部分の装置<B>などを工具を使って組み立てます。<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807668,《Jcft1C》那珂第11CL北関東第一-水戸,2615
FALSE,,,,3,女性,55,資格や経験を活かせるお仕事です！,茨城県,常陸太田市,常陸太田,1260,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807669,https://job-con.jp/detail/2615/807669,機械・金属・鉄鋼,組立・組付け・機械オペレーター・塗装,＼人気の日勤&土日祝休み♪／棒状鋼材の加工・検査など！未経験歓迎！長期休暇あり☆,棒状鋼材の加工・検査など！<B><B>ほとんどの方が未経験スタート！<B><B>棒状材料の加工などをおこなう製造オペレーター業務です♪<B><B>＜具体的には…＞<B>①棒状の材料を型に通し製品の形状に加工<B>②製品の曲がりを矯正<B>③製品のバリを取る<B>④検査<B><B>＜職場環境＞<B>◎夏場は作業場所付近に冷風機等設置あり！<B>◎食事は仕出し弁当の利用可(日勤のみ)！<B>◎縦長の個人ロッカー貸与あり！<B><B>【1日の流れ】<B>08:00 始業<B>08:05 朝礼<B>08:10 業務開始<B>10:00 小休憩<B>10:10 作業再開<B>12:00 昼休憩<B>12:40 業務開始<B>15:00 小休憩<B>15:10 作業再開<B>17:00 終業<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807669,《Jcix1C》常陸太田第2CL北関東第一-水戸,2615
FALSE,,,,3,男性,54,資格や経験を活かせるお仕事です！,茨城県,神栖市,笹川,1800,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807670,https://job-con.jp/detail/2615/807670,その他,組立・組付け・機械オペレーター・塗装,【月収30万円可】空調完備！シンプル作業◎光ファイバーケーブルの製造オペレーター！,光ファイバーケーブルの製造オペレーター！<B><B>未経験OKのシンプル作業！<B><B>光ファイバー用プリフォームの製造および装置の運転対応など！<B><B>☆光ファイバー用プリフォームとは？<B>⇒光ファイバーの原料となる円柱状のガラス母材のことです<B><B>＜具体的には…＞<B>◆光ファイバー用プリフォーム製造<B>◆装置運転<B>◆装置メンテナンス<B>◆トラブル対応<B>◆機械の清掃<B>◆その他付随する業務<B>⇒空調完備&工場全体がとても綺麗です♪<B><B>【1日の流れ】<B>（日勤の場合）<B>08:00 業務開始<B>12:00 昼休憩<B>13:00 業務再開<B>16:00 業務終了<B>16:10 申し送り(残業扱い)・退勤<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807670,《Jcjl1C》神栖第46CL北関東第一-神栖,2615
FALSE,,,,3,男性,54,資格や経験を活かせるお仕事です！,茨城県,神栖市,笹川,1500,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807671,https://job-con.jp/detail/2615/807671,その他,保守・保全・メンテナンス,＼日勤専属／残業少なめ★光ファイバーケーブルの加工など！高時給1500円♪,光ファイバーケーブルの加工など<B><B>未経験の方歓迎！<B>設備オペレーター経験ある方大歓迎◎<B><B>光ファイバー用プリフォームの加工やメンテナンスなどをお任せします！<B><B>☆光ファイバー用プリフォームとは？<B>⇒光ファイバーの原料となる円柱状のガラス母材のことです<B><B>＜具体的には…＞<B>◆光ファイバー用プリフォームの加工<B>◆延伸炉メンテナンス<B>◆機械の清掃<B>◆データ入力<B>◆その他付随する業務<B>※基本的にオペレーター業務になります。トラブル対応等あり<B>⇒空調完備&工場全体がとても綺麗です♪<B><B>【1日の流れ】<B>08:00 業務開始<B>12:00 昼休憩<B>13:00 業務再開<B>16:00 業務終了<B>16:10 申し送り(残業扱い)・退勤<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,,,正社員,807671,《Jcjm1C》神栖第46CL北関東第一-神栖,2615
FALSE,,,,3,不問,55,資格や経験を活かせるお仕事です！,茨城県,稲敷郡阿見町,ひたち野うしく,1300,UTエージェント株式会社1,https://job-con.jp/detail/preview/2615/807672,https://job-con.jp/detail/2615/807672,その他,組立・組付け・機械オペレーター・塗装,【ウレシイ社宅費補助あり！】シンプル作業★ペットボトルの製造！未経験スタートOK♪,ペットボトルの製造！<B><B>未経験OKのシンプル作業★<B>お任せするのはペットボトル製造のオペレータースタッフです！<B><B>＜具体的には…＞<B>①機械操作<B>⇒容器の素材となる原料のセッティングを行い、開始ボタンを押す<B><B>②テスト検査<B>⇒排出品のサンプル取り<B><B>③ハンドフォークリフトで運搬<B>⇒溜まった材料の移動、空容器の回収と次の材料のセット<B><B>④引き継ぎ<B><B>※作業状況によっては、他の工程を手伝う場合もあります<B>※空調完備の快適な職場です！<B><B>【1日の流れ】<B>※勤務時間①の場合<B>06:50 引き継ぎ<B>07:00 検査<B>07:20 運搬<B>07:50 機械操作<B>09:20 休憩（30分）<B>09:50 検査<B>10:05 運搬<B>10:35 機械操作<B>11:50 休憩（15分）<B>12:05 運搬<B>13:35 検査<B>13:50 機械操作<B>14:45 引き継ぎ<B><B>詳細については面談時にご説明させていただきます。<B>募集状況等によっては当該案件へのご案内が難しい場合があります。,1,,正社員,807672,《Jcnp1C》稲敷第3CL北関東第一-つくば,2615
